IMG_8102.JPG	238.5796	24
IMG_8103.JPG	231.3844	34
IMG_8104.JPG	246.3819	2
IMG_8105.JPG	239.6156	23
IMG_8106.JPG	42.4147	36
IMG_8107.JPG	-160.4505	48
IMG_8108.JPG	233.919	32
IMG_8109.JPG	36.94	41
IMG_8110.JPG	29.8831	46
IMG_8111.JPG	242.2133	12
IMG_8112.JPG	236.1255	30
IMG_8113.JPG	243.3048	9
IMG_8114.JPG	241.9799	14
IMG_8115.JPG	245.2602	4
IMG_8116.JPG	240.274	21
IMG_8117.JPG	246.6627	1
IMG_8118.JPG	240.0793	22
IMG_8119.JPG	-158.2432	47
IMG_8120.JPG	39.3993	38
IMG_8121.JPG	37.7454	40
IMG_8122.JPG	245.0721	5
IMG_8123.JPG	242.2806	11
IMG_8124.JPG	244.2204	7
IMG_8125.JPG	241.3311	16
IMG_8126.JPG	238.2219	26
IMG_8127.JPG	38.0003	39
IMG_8128.JPG	242.5132	10
IMG_8129.JPG	237.3652	28
IMG_8130.JPG	244.7069	6
IMG_8131.JPG	242.1443	13
IMG_8132.JPG	241.4599	15
IMG_8133.JPG	236.4586	29
IMG_8134.JPG	237.5876	27
IMG_8135.JPG	231.6527	33
IMG_8136.JPG	245.6996	3
IMG_8137.JPG	240.6312	20
IMG_8138.JPG	32.0873	45
IMG_8139.JPG	36.2667	43
IMG_8140.JPG	36.5913	42
IMG_8141.JPG	-170.1556	52
IMG_8142.JPG	40.8473	37
IMG_8143.JPG	35.0159	44
IMG_8144.JPG	243.9719	8
IMG_8145.JPG	240.7529	19
IMG_8146.JPG	-161.5292	50
IMG_8147.JPG	-166.2671	51
IMG_8148.JPG	241.2857	17
IMG_8149.JPG	234.2306	31
IMG_8150.JPG	240.9941	18
IMG_8151.JPG	-160.9408	49
IMG_8152.JPG	43.8104	35
IMG_8153.JPG	238.4811	25
